employmentStatus,jobTitle,max,mean,min,payPeriod,company_name,totalJobTitlesCount,careerOpportunitiesRating,compensationAndBenefitsRating,cultureAndValuesRating,industryName,isEEP,numberOfRatings,overallRating,ratingDescription,recommendToFriendRating,sectorName,seniorLeadershipRating,workLifeBalanceRating,review_URL,review_ID,review_currentJob,review_DateTime,review_jobTitle,review_location,review_pros,review_cons,review_overall,ceo_name,ceo_title,ceo_numberOfRatings,ceo_approval_rate,ceo_Photo_URL,parentEmployer_name,parentEmployer_ID,parentEmployer_logoURL
REGULAR,Module Lead,113248.61,83447.37,65330.18,ANNUAL,Mindtree,214,3.6,3.2,3.9,IT Services,False,4388,3.8,Satisfied,78,Information Technology,3.3,3.7,https://www.glassdoor.com/Reviews/Employee-Review-Mindtree-RVW30566541.htm,30566541.0,False,2019-11-25 11:44:40.473,Software Engineer,,"Very good culture and people. As a fresher, good company to learn latest technologies.",Management rules and Service agreement for freshers,4.0,Debashis Chatterjee,CEO,110.0,89.0,https://media.glassdoor.com/people/sqll/136340/mindtree-ceo1565860124035.png,,,
REGULAR,Consultant,136371.34,94187.69,62201.18,ANNUAL,Magnet360,24,3.7,3.5,3.9,Consulting,False,50,3.8,Satisfied,66,Business Services,3.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Magnet360-RVW30359409.htm,30359409.0,False,2019-11-13 09:07:31.043,Consultant,,"Flexible, Cool Space, Lots of genuine people",Mindtree culture has taken over and it isn't what is used to be.,4.0,Matt Meents,CEO,30.0,77.0,,Mindtree,136340.0,https://media.glassdoor.com/sql/136340/mindtree-squarelogo.png
REGULAR,Technical Architect,204055.48,167200.63,130345.78,ANNUAL,Magnet360,24,3.7,3.5,3.9,Consulting,False,50,3.8,Satisfied,66,Business Services,3.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Magnet360-RVW30359409.htm,30359409.0,False,2019-11-13 09:07:31.043,Consultant,,"Flexible, Cool Space, Lots of genuine people",Mindtree culture has taken over and it isn't what is used to be.,4.0,Matt Meents,CEO,30.0,77.0,,Mindtree,136340.0,https://media.glassdoor.com/sql/136340/mindtree-squarelogo.png
INTERN,Intern,21.38,19.77,18.15,HOURLY,Magnet360,24,3.7,3.5,3.9,Consulting,False,50,3.8,Satisfied,66,Business Services,3.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Magnet360-RVW30359409.htm,30359409.0,False,2019-11-13 09:07:31.043,Consultant,,"Flexible, Cool Space, Lots of genuine people",Mindtree culture has taken over and it isn't what is used to be.,4.0,Matt Meents,CEO,30.0,77.0,,Mindtree,136340.0,https://media.glassdoor.com/sql/136340/mindtree-squarelogo.png
INTERN,Intern - Hourly,37.73,29.69,21.02,HOURLY,Intuitive Surgical,391,4.3,4.4,4.6,Health Care Products Manufacturing,True,474,4.6,Very Satisfied,92,Manufacturing,4.5,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Intuitive-Surgical-RVW30648350.htm,30648350.0,True,2019-12-01 17:59:12.8,"Director, Corporate Development","Sunnyvale, CA","Great culture, product and people",Nothing at this point.,5.0,Gary S. Guthart,President and CEO,354.0,98.0,https://media.glassdoor.com/people/sqll/8090/intuitive-surgical-ceo1560171283098.png,,,
REGULAR,Mechanical Engineer,127720.26,101339.12,78971.3,ANNUAL,Intuitive Surgical,391,4.3,4.4,4.6,Health Care Products Manufacturing,True,474,4.6,Very Satisfied,92,Manufacturing,4.5,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Intuitive-Surgical-RVW30648350.htm,30648350.0,True,2019-12-01 17:59:12.8,"Director, Corporate Development","Sunnyvale, CA","Great culture, product and people",Nothing at this point.,5.0,Gary S. Guthart,President and CEO,354.0,98.0,https://media.glassdoor.com/people/sqll/8090/intuitive-surgical-ceo1560171283098.png,,,
REGULAR,Assembly Technician,26.01,20.95,16.21,HOURLY,Intuitive Surgical,391,4.3,4.4,4.6,Health Care Products Manufacturing,True,474,4.6,Very Satisfied,92,Manufacturing,4.5,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Intuitive-Surgical-RVW30648350.htm,30648350.0,True,2019-12-01 17:59:12.8,"Director, Corporate Development","Sunnyvale, CA","Great culture, product and people",Nothing at this point.,5.0,Gary S. Guthart,President and CEO,354.0,98.0,https://media.glassdoor.com/people/sqll/8090/intuitive-surgical-ceo1560171283098.png,,,
REGULAR,Postdoctoral Research Associate,70041.19,58368.89,43289.74,ANNUAL,St. Jude Children's Research Hospital,311,4.3,4.6,4.7,Health Care Services & Hospitals,True,678,4.6,Very Satisfied,92,Health Care,4.3,4.5,https://www.glassdoor.com/Reviews/Employee-Review-St-Jude-Children-s-Research-Hospital-RVW30361025.htm,30361025.0,True,2019-11-13 10:29:02.983,Statistical Analyst,"Memphis, TN","Great HR department. Very knowledgeable and supportive immigration team for international applicants. 
Helpful team members, passionate environment and amazing benefits.","Takes a while to get into swing of things, but learning is vast.",5.0,James Downing,"Chair, President and CEO",454.0,99.0,https://media.glassdoor.com/people/sqll/28315/st-jude-children-s-research-hospital-james-downing.png,,,
REGULAR,Senior Research Technologist,68822.39,58299.49,48084.47,ANNUAL,St. Jude Children's Research Hospital,311,4.3,4.6,4.7,Health Care Services & Hospitals,True,678,4.6,Very Satisfied,92,Health Care,4.3,4.5,https://www.glassdoor.com/Reviews/Employee-Review-St-Jude-Children-s-Research-Hospital-RVW30361025.htm,30361025.0,True,2019-11-13 10:29:02.983,Statistical Analyst,"Memphis, TN","Great HR department. Very knowledgeable and supportive immigration team for international applicants. 
Helpful team members, passionate environment and amazing benefits.","Takes a while to get into swing of things, but learning is vast.",5.0,James Downing,"Chair, President and CEO",454.0,99.0,https://media.glassdoor.com/people/sqll/28315/st-jude-children-s-research-hospital-james-downing.png,,,
REGULAR,Research Technologist,54601.56,45569.9,39675.86,ANNUAL,St. Jude Children's Research Hospital,311,4.3,4.6,4.7,Health Care Services & Hospitals,True,678,4.6,Very Satisfied,92,Health Care,4.3,4.5,https://www.glassdoor.com/Reviews/Employee-Review-St-Jude-Children-s-Research-Hospital-RVW30361025.htm,30361025.0,True,2019-11-13 10:29:02.983,Statistical Analyst,"Memphis, TN","Great HR department. Very knowledgeable and supportive immigration team for international applicants. 
Helpful team members, passionate environment and amazing benefits.","Takes a while to get into swing of things, but learning is vast.",5.0,James Downing,"Chair, President and CEO",454.0,99.0,https://media.glassdoor.com/people/sqll/28315/st-jude-children-s-research-hospital-james-downing.png,,,
INTERN,Intern - Hourly,15.3,10.64,8.37,HOURLY,ALSAC/St. Jude Children's Research Hospital,120,4.2,4.5,4.6,Health Care Services & Hospitals,True,301,4.4,Very Satisfied,88,Health Care,4.3,4.1,https://www.glassdoor.com/Reviews/Employee-Review-ALSAC-St-Jude-Children-s-Research-Hospital-RVW30444216.htm,30444216.0,True,2019-11-18 14:13:35.913,Senior Director,"Memphis, TN","-  Fulfilling to support a team doing good in the world.
- Memphis employees get to see the impact on the St. Jude campus firsthand.
- Best health and benefits program of anywhere I've worked.  Seriously.
- The can-do attitude when it comes to trying new ways to raise funds.
- Increasing focus on inclusion of diverse backgrounds and ideas.
- Facilities, HR and IT strive to provide the exceptional work space and tools needed while being conscious of fiscal stewardship.
- CEO willing to push organizational change to the point of discomfort, while demonstrating genuine empathy and support through training.","- With the investment in trying new ways to raise funds and market, the organization is complex and the learning curve as a new-hire is steep.  Worth it!
- Pace of change was too slow my first couple of years here, but that pace has increased.  It's now easier to be a change agent and introduce improvements in how we work and have innovative ideas taken seriously.
- Like any organization, your department leadership has the greatest impact on job satisfaction and experiences vary.  My experiences have been positive in three different departments.",5.0,Richard C. Shadyac Jr.,President and CEO,70.0,95.0,https://media.glassdoor.com/people/sqll/443421/alsac-st-jude-children-s-research-hospital-ceo1531758301716.png,,,
INTERN,Intern,10.6,9.64,8.12,HOURLY,ALSAC/St. Jude Children's Research Hospital,120,4.2,4.5,4.6,Health Care Services & Hospitals,True,301,4.4,Very Satisfied,88,Health Care,4.3,4.1,https://www.glassdoor.com/Reviews/Employee-Review-ALSAC-St-Jude-Children-s-Research-Hospital-RVW30444216.htm,30444216.0,True,2019-11-18 14:13:35.913,Senior Director,"Memphis, TN","-  Fulfilling to support a team doing good in the world.
- Memphis employees get to see the impact on the St. Jude campus firsthand.
- Best health and benefits program of anywhere I've worked.  Seriously.
- The can-do attitude when it comes to trying new ways to raise funds.
- Increasing focus on inclusion of diverse backgrounds and ideas.
- Facilities, HR and IT strive to provide the exceptional work space and tools needed while being conscious of fiscal stewardship.
- CEO willing to push organizational change to the point of discomfort, while demonstrating genuine empathy and support through training.","- With the investment in trying new ways to raise funds and market, the organization is complex and the learning curve as a new-hire is steep.  Worth it!
- Pace of change was too slow my first couple of years here, but that pace has increased.  It's now easier to be a change agent and introduce improvements in how we work and have innovative ideas taken seriously.
- Like any organization, your department leadership has the greatest impact on job satisfaction and experiences vary.  My experiences have been positive in three different departments.",5.0,Richard C. Shadyac Jr.,President and CEO,70.0,95.0,https://media.glassdoor.com/people/sqll/443421/alsac-st-jude-children-s-research-hospital-ceo1531758301716.png,,,
REGULAR,Director,133083.22,105253.3,59144.25,ANNUAL,ALSAC/St. Jude Children's Research Hospital,120,4.2,4.5,4.6,Health Care Services & Hospitals,True,301,4.4,Very Satisfied,88,Health Care,4.3,4.1,https://www.glassdoor.com/Reviews/Employee-Review-ALSAC-St-Jude-Children-s-Research-Hospital-RVW30444216.htm,30444216.0,True,2019-11-18 14:13:35.913,Senior Director,"Memphis, TN","-  Fulfilling to support a team doing good in the world.
- Memphis employees get to see the impact on the St. Jude campus firsthand.
- Best health and benefits program of anywhere I've worked.  Seriously.
- The can-do attitude when it comes to trying new ways to raise funds.
- Increasing focus on inclusion of diverse backgrounds and ideas.
- Facilities, HR and IT strive to provide the exceptional work space and tools needed while being conscious of fiscal stewardship.
- CEO willing to push organizational change to the point of discomfort, while demonstrating genuine empathy and support through training.","- With the investment in trying new ways to raise funds and market, the organization is complex and the learning curve as a new-hire is steep.  Worth it!
- Pace of change was too slow my first couple of years here, but that pace has increased.  It's now easier to be a change agent and introduce improvements in how we work and have innovative ideas taken seriously.
- Like any organization, your department leadership has the greatest impact on job satisfaction and experiences vary.  My experiences have been positive in three different departments.",5.0,Richard C. Shadyac Jr.,President and CEO,70.0,95.0,https://media.glassdoor.com/people/sqll/443421/alsac-st-jude-children-s-research-hospital-ceo1531758301716.png,,,
REGULAR,Consultant,187077.06,120494.09,57695.57,ANNUAL,Slalom,265,4.0,3.9,4.5,Consulting,True,1308,4.3,Very Satisfied,84,Business Services,4.2,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-RVW30363437.htm,30363437.0,True,2019-11-13 12:43:13.03,Marketing,"Seattle, WA",Slalom really depends on its values and keeps them at the focus of their daily business. They have nice offices and are continuing to grow. The interview process is really one of the best processes I had and everyone so far has been just as kind and helpful as day one.,Snacks and drinks are so popular they aren't always well stocked! Not the worst thing in the world. Really have to negotiate a fair salary but they will budge after presenting an offer. It is slightly offensive that you can be told a number during the interview process then be offered a number 10-20k less than discussed.,5.0,Brad Jackson,CEO,815.0,96.0,https://media.glassdoor.com/people/sqll/31102/slalom-consulting-brad-jackson.png,,,
REGULAR,Consultant,83.12,63.33,35.61,HOURLY,Slalom,265,4.0,3.9,4.5,Consulting,True,1308,4.3,Very Satisfied,84,Business Services,4.2,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-RVW30363437.htm,30363437.0,True,2019-11-13 12:43:13.03,Marketing,"Seattle, WA",Slalom really depends on its values and keeps them at the focus of their daily business. They have nice offices and are continuing to grow. The interview process is really one of the best processes I had and everyone so far has been just as kind and helpful as day one.,Snacks and drinks are so popular they aren't always well stocked! Not the worst thing in the world. Really have to negotiate a fair salary but they will budge after presenting an offer. It is slightly offensive that you can be told a number during the interview process then be offered a number 10-20k less than discussed.,5.0,Brad Jackson,CEO,815.0,96.0,https://media.glassdoor.com/people/sqll/31102/slalom-consulting-brad-jackson.png,,,
REGULAR,Management Consultant,183900.31,133888.27,90225.92,ANNUAL,Slalom,265,4.0,3.9,4.5,Consulting,True,1308,4.3,Very Satisfied,84,Business Services,4.2,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-RVW30363437.htm,30363437.0,True,2019-11-13 12:43:13.03,Marketing,"Seattle, WA",Slalom really depends on its values and keeps them at the focus of their daily business. They have nice offices and are continuing to grow. The interview process is really one of the best processes I had and everyone so far has been just as kind and helpful as day one.,Snacks and drinks are so popular they aren't always well stocked! Not the worst thing in the world. Really have to negotiate a fair salary but they will budge after presenting an offer. It is slightly offensive that you can be told a number during the interview process then be offered a number 10-20k less than discussed.,5.0,Brad Jackson,CEO,815.0,96.0,https://media.glassdoor.com/people/sqll/31102/slalom-consulting-brad-jackson.png,,,
REGULAR,Senior Software Engineer,115000.0,105521.34,95303.08,ANNUAL,Slalom Build,10,4.8,4.0,5.0,Enterprise Software & Network Solutions,False,6,4.8,Very Satisfied,100,Information Technology,4.8,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-Build-RVW30088712.htm,30088712.0,True,2019-10-29 16:54:22.997,Employee,"Houston, TX","Decent pay as a base in line with other major companies, standard benefits, culture is great, stocked fridges. The company really places value on keeping employees happy while at work. Work life balance is supported by reasonable core working hours.","Lack of incentives for signing on leave Slalom behind other major players. They’re going to lose top talent to companies that incentivize sign-on. No offers of stock options, and the bonus structure isn’t great.",5.0,Brad Jackson,CEO,3.0,100.0,,,,
REGULAR,Senior Engineer,118787.94,108008.0,97228.05,ANNUAL,Slalom Build,10,4.8,4.0,5.0,Enterprise Software & Network Solutions,False,6,4.8,Very Satisfied,100,Information Technology,4.8,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-Build-RVW30088712.htm,30088712.0,True,2019-10-29 16:54:22.997,Employee,"Houston, TX","Decent pay as a base in line with other major companies, standard benefits, culture is great, stocked fridges. The company really places value on keeping employees happy while at work. Work life balance is supported by reasonable core working hours.","Lack of incentives for signing on leave Slalom behind other major players. They’re going to lose top talent to companies that incentivize sign-on. No offers of stock options, and the bonus structure isn’t great.",5.0,Brad Jackson,CEO,3.0,100.0,,,,
REGULAR,Software Engineer,83611.67,80523.83,77436.0,ANNUAL,Slalom Build,10,4.8,4.0,5.0,Enterprise Software & Network Solutions,False,6,4.8,Very Satisfied,100,Information Technology,4.8,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Slalom-Build-RVW30088712.htm,30088712.0,True,2019-10-29 16:54:22.997,Employee,"Houston, TX","Decent pay as a base in line with other major companies, standard benefits, culture is great, stocked fridges. The company really places value on keeping employees happy while at work. Work life balance is supported by reasonable core working hours.","Lack of incentives for signing on leave Slalom behind other major players. They’re going to lose top talent to companies that incentivize sign-on. No offers of stock options, and the bonus structure isn’t great.",5.0,Brad Jackson,CEO,3.0,100.0,,,,
REGULAR,Remodeling Consultant,160242.81,50461.18,0.0,ANNUAL,Power Home Remodeling,168,4.7,4.6,4.8,Construction,True,1707,4.6,Very Satisfied,92,"Construction, Repair & Maintenance",4.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Power-Home-Remodeling-RVW30630144.htm,30630144.0,True,2019-11-29 18:08:15.33,Software Developer,,Deliberately puts you out of your comfort zone and challenges you in so many ways. The company genuinely cares about your potential if they see you put in the effort. Culture is unbeatable and the relationships you make along the way make it a second home.,Some of the positions in the company can be very dry,5.0,Corey Schiller & Asher Raphael,Co-CEOs,1406.0,97.0,https://media.glassdoor.com/people/sqll/405781/power-home-remodeling-ceo1481062217901.png,,,
REGULAR,Outbound Marketer,31427.66,27599.58,25199.07,ANNUAL,Power Home Remodeling,168,4.7,4.6,4.8,Construction,True,1707,4.6,Very Satisfied,92,"Construction, Repair & Maintenance",4.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Power-Home-Remodeling-RVW30630144.htm,30630144.0,True,2019-11-29 18:08:15.33,Software Developer,,Deliberately puts you out of your comfort zone and challenges you in so many ways. The company genuinely cares about your potential if they see you put in the effort. Culture is unbeatable and the relationships you make along the way make it a second home.,Some of the positions in the company can be very dry,5.0,Corey Schiller & Asher Raphael,Co-CEOs,1406.0,97.0,https://media.glassdoor.com/people/sqll/405781/power-home-remodeling-ceo1481062217901.png,,,
REGULAR,Field Marketer,38375.36,29301.68,25544.05,ANNUAL,Power Home Remodeling,168,4.7,4.6,4.8,Construction,True,1707,4.6,Very Satisfied,92,"Construction, Repair & Maintenance",4.7,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Power-Home-Remodeling-RVW30630144.htm,30630144.0,True,2019-11-29 18:08:15.33,Software Developer,,Deliberately puts you out of your comfort zone and challenges you in so many ways. The company genuinely cares about your potential if they see you put in the effort. Culture is unbeatable and the relationships you make along the way make it a second home.,Some of the positions in the company can be very dry,5.0,Corey Schiller & Asher Raphael,Co-CEOs,1406.0,97.0,https://media.glassdoor.com/people/sqll/405781/power-home-remodeling-ceo1481062217901.png,,,
REGULAR,Software Engineer,150272.83,113770.95,87213.2,ANNUAL,HubSpot,256,4.4,4.4,4.8,Computer Hardware & Software,True,1120,4.8,Very Satisfied,96,Information Technology,4.6,4.6,https://www.glassdoor.com/Reviews/Employee-Review-HubSpot-RVW30390938.htm,30390938.0,True,2019-11-15 00:31:47.343,Customer Success Manager,"Cambridge, MA","The ""Use Good Judgement"" policy enables a fantastic work environment. It removes layers of bureaucracy that typically creates friction for employees. Want to go to Greece for a week? Okay just use good judgement. Want to work from a treehouse? Go for it as long as you use good judgement (aka get your work done).

Besides the great policies, HubSpot's best perk is the people. Diversity of experience is vital to self-improvement and HubSpot provides this through all of the incredible people you get to work with. Most HubSpotters have experienced something in their life that makes them ""Shiny"".  Our mystery dinners align us with people and an executive host that we usually wouldn't run into; after a few minutes you may learn that the colleague to your right had played professional baseball player and the women sitting in front of you was a detective in a past life. The growth you experience at HubSpot is gained through hard work (HubSpot is a challenging environment) and an openmind to other perspectives. Here's some other things that are cool:

1. Waffle Wednesday
2. Best nitro cold brew coffee ever
3. Silos of Cashews
4. Stock plan
5. Great health insurance; hubspot covers the vast majority of your deductible. 
6. Dogs at work
7. The gym
8. Awesome headphones (I can't go back)
9. Free tickets to science museum
10. Free tickets to museum of fine art
11. Free Kindle book of your choice every 2 weeks (UGJ)
12. Cereal buffet
13. Great selection of local beers
14. Nap room 
15. Meditation room (HubSpot can be challenging)
16. Peanut M&M's 
17. Awesome speakers for HubTalks and Fireside chats.
18. INBOUND(a week of Ted talks on steroids with trays of ðŸ¦ž rolls to end the night).
19. #Catspotting slack channel 
20. Making a quantifiable impact on our customers bottom line.
21. Helping the world automate tedious tasks (aka work smarter not harder).","If you think hubspot is the cure-all for your current work woes; you're gonna have a bad time. The cons of hubspot are the same as any job; there are highs, there are lows.",5.0,Brian Halligan,CEO & Founder,951.0,98.0,https://media.glassdoor.com/people/sqll/227605/hubspot-brian-halligan.png,,,
REGULAR,Software Engineer,150272.83,113770.95,87213.2,ANNUAL,HubSpot,256,4.0,5.0,5.0,,False,1,5.0,Very Satisfied,100,,4.0,5.0,,,,,,,,,,,,,,,,,
REGULAR,Customer Success Manager,91520.01,72574.32,57195.77,ANNUAL,HubSpot,256,4.4,4.4,4.8,Computer Hardware & Software,True,1120,4.8,Very Satisfied,96,Information Technology,4.6,4.6,https://www.glassdoor.com/Reviews/Employee-Review-HubSpot-RVW30390938.htm,30390938.0,True,2019-11-15 00:31:47.343,Customer Success Manager,"Cambridge, MA","The ""Use Good Judgement"" policy enables a fantastic work environment. It removes layers of bureaucracy that typically creates friction for employees. Want to go to Greece for a week? Okay just use good judgement. Want to work from a treehouse? Go for it as long as you use good judgement (aka get your work done).

Besides the great policies, HubSpot's best perk is the people. Diversity of experience is vital to self-improvement and HubSpot provides this through all of the incredible people you get to work with. Most HubSpotters have experienced something in their life that makes them ""Shiny"".  Our mystery dinners align us with people and an executive host that we usually wouldn't run into; after a few minutes you may learn that the colleague to your right had played professional baseball player and the women sitting in front of you was a detective in a past life. The growth you experience at HubSpot is gained through hard work (HubSpot is a challenging environment) and an openmind to other perspectives. Here's some other things that are cool:

1. Waffle Wednesday
2. Best nitro cold brew coffee ever
3. Silos of Cashews
4. Stock plan
5. Great health insurance; hubspot covers the vast majority of your deductible. 
6. Dogs at work
7. The gym
8. Awesome headphones (I can't go back)
9. Free tickets to science museum
10. Free tickets to museum of fine art
11. Free Kindle book of your choice every 2 weeks (UGJ)
12. Cereal buffet
13. Great selection of local beers
14. Nap room 
15. Meditation room (HubSpot can be challenging)
16. Peanut M&M's 
17. Awesome speakers for HubTalks and Fireside chats.
18. INBOUND(a week of Ted talks on steroids with trays of ðŸ¦ž rolls to end the night).
19. #Catspotting slack channel 
20. Making a quantifiable impact on our customers bottom line.
21. Helping the world automate tedious tasks (aka work smarter not harder).","If you think hubspot is the cure-all for your current work woes; you're gonna have a bad time. The cons of hubspot are the same as any job; there are highs, there are lows.",5.0,Brian Halligan,CEO & Founder,951.0,98.0,https://media.glassdoor.com/people/sqll/227605/hubspot-brian-halligan.png,,,
REGULAR,Customer Success Manager,91520.01,72574.32,57195.77,ANNUAL,HubSpot,256,4.0,5.0,5.0,,False,1,5.0,Very Satisfied,100,,4.0,5.0,,,,,,,,,,,,,,,,,
REGULAR,Support Engineer,54405.92,40236.02,37205.36,ANNUAL,HubSpot,256,4.4,4.4,4.8,Computer Hardware & Software,True,1120,4.8,Very Satisfied,96,Information Technology,4.6,4.6,https://www.glassdoor.com/Reviews/Employee-Review-HubSpot-RVW30390938.htm,30390938.0,True,2019-11-15 00:31:47.343,Customer Success Manager,"Cambridge, MA","The ""Use Good Judgement"" policy enables a fantastic work environment. It removes layers of bureaucracy that typically creates friction for employees. Want to go to Greece for a week? Okay just use good judgement. Want to work from a treehouse? Go for it as long as you use good judgement (aka get your work done).

Besides the great policies, HubSpot's best perk is the people. Diversity of experience is vital to self-improvement and HubSpot provides this through all of the incredible people you get to work with. Most HubSpotters have experienced something in their life that makes them ""Shiny"".  Our mystery dinners align us with people and an executive host that we usually wouldn't run into; after a few minutes you may learn that the colleague to your right had played professional baseball player and the women sitting in front of you was a detective in a past life. The growth you experience at HubSpot is gained through hard work (HubSpot is a challenging environment) and an openmind to other perspectives. Here's some other things that are cool:

1. Waffle Wednesday
2. Best nitro cold brew coffee ever
3. Silos of Cashews
4. Stock plan
5. Great health insurance; hubspot covers the vast majority of your deductible. 
6. Dogs at work
7. The gym
8. Awesome headphones (I can't go back)
9. Free tickets to science museum
10. Free tickets to museum of fine art
11. Free Kindle book of your choice every 2 weeks (UGJ)
12. Cereal buffet
13. Great selection of local beers
14. Nap room 
15. Meditation room (HubSpot can be challenging)
16. Peanut M&M's 
17. Awesome speakers for HubTalks and Fireside chats.
18. INBOUND(a week of Ted talks on steroids with trays of ðŸ¦ž rolls to end the night).
19. #Catspotting slack channel 
20. Making a quantifiable impact on our customers bottom line.
21. Helping the world automate tedious tasks (aka work smarter not harder).","If you think hubspot is the cure-all for your current work woes; you're gonna have a bad time. The cons of hubspot are the same as any job; there are highs, there are lows.",5.0,Brian Halligan,CEO & Founder,951.0,98.0,https://media.glassdoor.com/people/sqll/227605/hubspot-brian-halligan.png,,,
REGULAR,Support Engineer,54405.92,40236.02,37205.36,ANNUAL,HubSpot,256,4.0,5.0,5.0,,False,1,5.0,Very Satisfied,100,,4.0,5.0,,,,,,,,,,,,,,,,,
REGULAR,Market Development Representative,56074.15,46366.97,37804.18,ANNUAL,DocuSign,371,4.4,4.3,4.5,Computer Hardware & Software,True,1063,4.6,Very Satisfied,89,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-DocuSign-RVW30609492.htm,30609492.0,True,2019-11-27 23:13:54.99,Software Engineer,"Seattle, WA","Easy to work remote
Free food often, always got an open kitchen
Nice people, cool projects","Growing Pains and lots of moving targets
Be ready to be agile",5.0,Daniel Springer,CEO,592.0,98.0,https://media.glassdoor.com/people/sqll/307604/docusign-ceo1561044431086.png,,,
REGULAR,Senior Software Engineer,178255.56,150301.77,127561.22,ANNUAL,DocuSign,371,4.4,4.3,4.5,Computer Hardware & Software,True,1063,4.6,Very Satisfied,89,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-DocuSign-RVW30609492.htm,30609492.0,True,2019-11-27 23:13:54.99,Software Engineer,"Seattle, WA","Easy to work remote
Free food often, always got an open kitchen
Nice people, cool projects","Growing Pains and lots of moving targets
Be ready to be agile",5.0,Daniel Springer,CEO,592.0,98.0,https://media.glassdoor.com/people/sqll/307604/docusign-ceo1561044431086.png,,,
REGULAR,Sales Development Representative,50976.43,39597.61,32922.66,ANNUAL,DocuSign,371,4.4,4.3,4.5,Computer Hardware & Software,True,1063,4.6,Very Satisfied,89,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-DocuSign-RVW30609492.htm,30609492.0,True,2019-11-27 23:13:54.99,Software Engineer,"Seattle, WA","Easy to work remote
Free food often, always got an open kitchen
Nice people, cool projects","Growing Pains and lots of moving targets
Be ready to be agile",5.0,Daniel Springer,CEO,592.0,98.0,https://media.glassdoor.com/people/sqll/307604/docusign-ceo1561044431086.png,,,
REGULAR,Software Engineer,153205.28,98156.02,68846.39,ANNUAL,Ultimate Software,287,4.3,4.7,4.7,Enterprise Software & Network Solutions,True,1162,4.5,Very Satisfied,91,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Ultimate-Software-RVW30580969.htm,30580969.0,True,2019-11-26 06:27:00.72,Director,"Weston, FL",Consistently rated best place to work.,There really are no cons to working at Ultimate,5.0,Scott Scherr and Adam Rogers,Co-CEO,4.0,100.0,https://media.glassdoor.com/people/sqll/7900/ultimate-software-ceo1573604472872.png,,,
REGULAR,Account Manager,78132.19,61724.34,51266.59,ANNUAL,Ultimate Software,287,4.3,4.7,4.7,Enterprise Software & Network Solutions,True,1162,4.5,Very Satisfied,91,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Ultimate-Software-RVW30580969.htm,30580969.0,True,2019-11-26 06:27:00.72,Director,"Weston, FL",Consistently rated best place to work.,There really are no cons to working at Ultimate,5.0,Scott Scherr and Adam Rogers,Co-CEO,4.0,100.0,https://media.glassdoor.com/people/sqll/7900/ultimate-software-ceo1573604472872.png,,,
REGULAR,Systems Consultant,105742.02,85192.05,62887.47,ANNUAL,Ultimate Software,287,4.3,4.7,4.7,Enterprise Software & Network Solutions,True,1162,4.5,Very Satisfied,91,Information Technology,4.4,4.5,https://www.glassdoor.com/Reviews/Employee-Review-Ultimate-Software-RVW30580969.htm,30580969.0,True,2019-11-26 06:27:00.72,Director,"Weston, FL",Consistently rated best place to work.,There really are no cons to working at Ultimate,5.0,Scott Scherr and Adam Rogers,Co-CEO,4.0,100.0,https://media.glassdoor.com/people/sqll/7900/ultimate-software-ceo1573604472872.png,,,
REGULAR,Engagement Manager,261148.42,184601.33,143402.23,ANNUAL,McKinsey & Company,397,4.5,4.4,4.5,Consulting,True,3945,4.5,Very Satisfied,92,Business Services,4.2,3.2,https://www.glassdoor.com/Reviews/Employee-Review-McKinsey-and-Company-RVW30603603.htm,30603603.0,False,2019-11-27 13:11:25.943,Engagement Manager,"Washington, DC","-smartest, most capable individuals Ive ever worked with
-incredible, international opportunities
-great training and support","-McK still holds on to some brilliant, but very poor leaders",5.0,Kevin Sneader,Chairman,563.0,97.0,https://media.glassdoor.com/people/sqll/2893/mckinsey-and-company-ceo1542826625185.png,,,
