careerOpportunitiesRating,compensationAndBenefitsRating,cultureAndValuesRating,exactMatch,id,industry,industryId,industryName,isEEP,name,numberOfRatings,overallRating,ratingDescription,recommendToFriendRating,sectorId,sectorName,seniorLeadershipRating,squareLogo,website,workLifeBalanceRating,review_URL,review_ID,review_currentJob,review_DateTime,review_jobTitle,review_location,review_pros,review_cons,review_overall,ceo_name,ceo_title,ceo_numberOfRatings,ceo_approval_rate,ceo_Photo_URL,parentEmployer_name,parentEmployer_ID,parentEmployer_logoURL
3.4,3.7,3.2,False,395394,Insurance Agencies & Brokerages,200065.0,Insurance Agencies & Brokerages,True,Ryan Specialty Group,26,3.7,Satisfied,57,10014.0,Insurance,3.0,https://media.glassdoor.com/sqll/395394/ryan-specialty-squarelogo-1529279000913.png,www.ryansg.com,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Specialty-Group-RVW30539247.htm,30539247.0,True,2019-11-23 10:59:53.747,Accountant,"Chicago, IL",Great people to work with,I can't really think of any,5.0,Patrick Ryan,"Founding Chairman, Chairman, and CEO",16.0,92.0,,,,
2.4,2.0,2.2,False,812213,Legal,200002.0,Legal,False,Patton & Ryan,14,2.6,OK,46,10001.0,Accounting & Legal,2.1,,www.pattonryan.com,2.5,https://www.glassdoor.com/Reviews/Employee-Review-Patton-and-Ryan-RVW28993556.htm,28993556.0,False,2019-09-03 01:53:27.933,Employee,,You will become a better attorney,Sometimes long hours and weekends required,4.0,John W. Patton Jr.,Managing Partner,10.0,42.0,,,,
4.2,4.0,4.1,False,1657867,,,,False,"Ryan, Gunsauls & O'Donnell",6,4.1,Very Satisfied,84,,,4.0,,www.rgo-cpa.com,4.1,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Gunsauls-and-O-Donnell-RVW23208219.htm,23208219.0,True,2018-10-31 10:30:57.767,Senior Tax Manager,"Denver, CO","Professional and Responsive to the clients
Expert services and Ethical standards 
Family friendly and flexible hours
Opportunities to grow and specialize in your career
Team collaboration and supportive atmosphere
Open door with partners and managers
Extra hours in busy season are compensated
Great benefits including insurance, profit sharing and 401K
Latest computer technology and remote work options
Team building activities throughout the year","Heavy workload during busiest times of the year, as usual in accounting firms
Can rarely turn left out onto Yale",5.0,,,,,,,,
2.0,3.3,4.0,False,897736,Construction,200036.0,Construction,False,Ryan Environmental,2,3.3,OK,34,10007.0,"Construction, Repair & Maintenance",3.7,,www.ryanenv.com,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Environmental-RVW5188735.htm,5188735.0,False,2014-10-17 06:40:45.12,Employee,,Great opportunities for advancement and cross training for multiple disciplines.,Benefits could be improved for hourly employees.,4.0,,,,,,,,
4.4,4.6,5.0,False,1635275,Legal,200002.0,Legal,False,James Ryan III & Associates,2,5.0,Very Satisfied,100,10001.0,Accounting & Legal,4.4,,www.ryan-law.us,5.0,https://www.glassdoor.com/Reviews/Employee-Review-James-Ryan-III-and-Associates-RVW19551999.htm,19551999.0,False,2018-03-06 08:06:37.763,Attorney,"New Orleans, LA",Small close-knit firm with freedom to manage your own work load.,Management provides limited supervision and guidance.,5.0,,,,,,,,
5.0,5.0,5.0,False,2358812,,,,False,Ryan Law Firm (GA),1,5.0,Very Satisfied,100,,,5.0,,www.ryan-lawllc.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Law-Firm-GA-RVW23519976.htm,23519976.0,False,2018-11-21 16:40:13.777,Employee,,Great co-workers.  Excellent pro-life balance. Just a great place to work.,None. I really enjoyed my time there and would highly recommend the firm to a young associate.,5.0,,,,,,,,
5.0,5.0,0.0,False,499321,Advertising & Marketing,200022.0,Advertising & Marketing,False,Ryan Terry,1,5.0,Very Satisfied,100,10006.0,Business Services,5.0,,www.ryanterry.net,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Terry-RVW1502804.htm,1502804.0,True,2012-05-10 11:19:29.123,Owner,"Brooklyn, NY",I choose projects and hours,No guaranteed income or salary income,5.0,,,,,,,,
5.0,3.0,4.0,False,951477,,,,False,Markus Daly Ryan,1,5.0,Very Satisfied,100,,,5.0,,,2.0,https://www.glassdoor.com/Reviews/Employee-Review-Markus-Daly-Ryan-RVW5802656.htm,5802656.0,False,2015-01-28 20:20:53.13,Creative Director,"New York, NY","Considerate people and management, fun times","Communication, long hours, too much inter office sex",5.0,,,,,,,,
1.0,1.0,1.0,False,794885,Construction,200036.0,Construction,False,Ryan Construction Services,1,1.0,Very Dissatisfied,0,10007.0,"Construction, Repair & Maintenance",1.0,,www.ryanconstructionsvcs.com,1.0,https://www.glassdoor.com/Reviews/Employee-Review-Ryan-Construction-Services-RVW3995616.htm,3995616.0,False,2014-04-03 12:01:39.99,Superintendent,"Houston, TX",Not really anything I can even think of.,"Constant hypocrisy, lies, and you will be stressed out like a madman.  All of this comes from the top.  No one that works there who has any real experience with another company and five years of experience every stays.   Horrible benefits and no work/life balance.",1.0,,,,,,,,
4.4,4.6,4.9,True,19642,Insurance Carriers,200066.0,Insurance Carriers,True,Sammons Financial Group,261,4.9,Very Satisfied,98,10014.0,Insurance,4.7,https://media.glassdoor.com/sqll/19642/sammons-financial-squarelogo-1460640021986.png,www.sammonsfinancialgroup.com,4.8,https://www.glassdoor.com/Reviews/Employee-Review-Sammons-Financial-Group-RVW30276190.htm,30276190.0,True,2019-11-08 10:23:35.81,Consultant,"Sioux Falls, SD",SFG does a great job sculpting a culture that is welcoming to all and and encourages everyone to better themselves.  They are able to retain their top-notch employees by offering excellent benefits including ESOP and great hours.,Some processes can seem tedious at times.,5.0,Esfand Dinshaw,CEO,217.0,99.0,https://media.glassdoor.com/people/sqll/19642/sammons-financial-group-ceo1491942648786.png,,,
3.7,4.2,4.3,True,5631,Grocery Stores & Supermarkets,200145.0,Grocery Stores & Supermarkets,True,Trader Joe's,2849,4.2,Very Satisfied,85,10022.0,Retail,3.8,https://media.glassdoor.com/sqll/5631/trader-joe-s-squarelogo-1484267290025.png,www.traderjoes.com,3.9,https://www.glassdoor.com/Reviews/Employee-Review-Trader-Joe-s-RVW30640592.htm,30640592.0,True,2019-11-30 23:40:29.657,Crew Member,,"Every person in every position is kind and helpful. Pay is amazing, and there are many opportunities to move up in the company. All you have to do is communicate with your captain and mates where you want to go, and they will guide you to that goal. They are very flexible and willing to work around your schedule if you have children, or go to school.",Physically strenuous. You will be tired at the end of every shift,5.0,Dan Bane,Chairman and CEO,1491.0,89.0,https://media.glassdoor.com/people/sqll/5631/trader-joe-s-dan-bane.png,,,
5.0,4.0,5.0,False,2200437,,,,False,Eyewear Unlimited,1,5.0,Very Satisfied,100,,,5.0,,www.eyewearunltd.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Eyewear-Unlimited-RVW21718318.htm,21718318.0,False,2018-07-30 07:29:28.103,Optician Assistant,"Columbus, GA","I loved working for this company. Donna and Rusty are very nice people to work for and I loved the family environment they created. Having this job gives you some experience in both a medical office and in sales. This was a base hourly rate plus commission so that was nice. You learn a lot by working there, would recommend to anyone.","This is a small family run business so of course they don’t offer the same type of benefits you will find at a corporate run establishment (401k, medical insurance, PTO). However, they’re really willing to work with you when it comes to vacation or being sick. They also offer a training program if you’re interested in being an optician. The only reason I left is because me and my husband both needed medical insurance and individual policies through the marketplace are super high. I would still be there if it wasn’t for that.",5.0,,,,,,,,
4.4,4.4,4.6,True,35235,Federal Agencies,200056.0,Federal Agencies,True,Lawrence Livermore National Laboratory,645,4.7,Very Satisfied,95,10011.0,Government,4.3,https://media.glassdoor.com/sqll/35235/lawrence-livermore-national-laboratory-squarelogo.png,www.llnl.gov,4.7,https://www.glassdoor.com/Reviews/Employee-Review-Lawrence-Livermore-National-Laboratory-RVW30319729.htm,30319729.0,True,2019-11-11 12:34:50.083,General Technologist,"Livermore, CA","Great compensation packages
401k plan
Management is willing to work with you for whatever might come up.","Long Hours 
Housing in the area is expensive, so working here will usually entail a long commute of greater than 40 minutes.",5.0,Bill Goldstein,Director,323.0,98.0,https://media.glassdoor.com/people/sqll/35235/lawrence-livermore-national-laboratory-ceo1476956435939.png,,,
4.6,4.2,4.6,True,321628,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Smile Brands,962,4.6,Very Satisfied,94,10012.0,Health Care,4.5,https://media.glassdoor.com/sqll/321628/smile-brands-squarelogo-1574808093439.png,www.smilebrands.com,4.4,https://www.glassdoor.com/Reviews/Employee-Review-Smile-Brands-RVW30234764.htm,30234764.0,True,2019-11-06 11:37:32.277,"Director, Real Estate","Irvine, CA","I've worked at Smile Brands for over 4 years and the thing I'm most proud of is the quality people making up our collective Team. The company, from the dental offices to the Business Support Teams in Irvine, Plano and San Antonio, is filled with employees that care for one another, push for win-win solutions, and strive to put our patients first. 

I would like to specifically shout out a member of our Marketing Team, Natasha Mellgren, for her tireless efforts to help both our existing and new offices with their marketing materials, window art, banners, branding artwork within the offices, and her many other responsibilities. She always puts our dental offices first to help them make great first impressions to our patients and the surrounding community.",Encourage further training for both our team members in the Field as well as Business Support.,5.0,Steven C. Bilt,CEO,674.0,97.0,https://media.glassdoor.com/people/sqll/321628/smile-brands-ceo1550126132547.png,,,
4.0,4.7,4.5,True,241404,IT Services,200064.0,IT Services,True,Fast Enterprises,779,4.3,Very Satisfied,86,10013.0,Information Technology,4.4,https://media.glassdoor.com/sqll/241404/fast-enterprises-squarelogo-1516306672793.png,www.fastenterprises.com,3.7,https://www.glassdoor.com/Reviews/Employee-Review-Fast-Enterprises-RVW30604182.htm,30604182.0,True,2019-11-27 13:47:40.227,Implementation Manager,"Lansing, MI","-Competitive salary
-Smart coworkers
-Incredible benefits
-Provided necessary tools to do job
-Paid overtime
-Travel","-Bureaucracy (the nature of working with government)
-Long hours at times (the nature of project work and inexperience with fast growing companies)
-Some sites are poorly managed which makes burnout unavoidable",5.0,Martin Rankin,Managing Partner,669.0,97.0,https://media.glassdoor.com/people/sqll/241404/fast-enterprises-martin-rankin.png,,,
4.2,4.4,4.5,True,10471,Computer Hardware & Software,200060.0,Computer Hardware & Software,True,SAP,13444,4.5,Very Satisfied,92,10013.0,Information Technology,4.1,https://media.glassdoor.com/sqll/10471/sap-squarelogo-1562763606698.png,www.sap.com,4.4,https://www.glassdoor.com/Reviews/Employee-Review-SAP-RVW30640367.htm,30640367.0,False,2019-11-30 22:48:03.85,Account Executive,"New York, NY",Amazing employee culture and fast growth potential.,There were honestly no cons.,5.0,Jennifer Morgan and Christian Klein,Co CEOs,0.0,0.0,,,,
3.8,3.9,4.2,False,8763,Computer Hardware & Software,200060.0,Computer Hardware & Software,False,SAP Concur,722,4.0,Satisfied,80,10013.0,Information Technology,3.7,https://media.glassdoor.com/sqll/8763/concur-squarelogo-1514911963092.png,www.concur.com,4.2,https://www.glassdoor.com/Reviews/Employee-Review-SAP-Concur-RVW30497510.htm,30497510.0,False,2019-11-21 01:31:06.837,Software Engineer(Internship),,Great flexibility. Start to end project owning. Unlimited LaCroix.,Working on your own. Don't expect return offer.,5.0,Mike Eberhard,President,63.0,98.0,https://media.glassdoor.com/people/sqll/8763/concur-ceo1493961783433.png,SAP,10471.0,https://media.glassdoor.com/sql/10471/sap-squarelogo-1562763606698.png
3.3,3.7,3.3,False,7917,Enterprise Software & Network Solutions,200061.0,Enterprise Software & Network Solutions,False,SAP Ariba,450,3.1,OK,50,10013.0,Information Technology,2.7,https://media.glassdoor.com/sqll/7917/ariba-squarelogo-1457122496882.png,www.ariba.com,3.5,https://www.glassdoor.com/Reviews/Employee-Review-SAP-Ariba-RVW28466325.htm,28466325.0,True,2019-08-06 08:40:38.317,Consultant,,"Work from home, amazing people, free lunch, flexible work schedules.","The only con is that SAP went through a major restructuring and 4,400 jobs were cut.  Of course this can happen anywhere and it comes with the territory when working for any company, but it was a tough period.",5.0,Barry Padgett,President,20.0,41.0,,SAP,10471.0,https://media.glassdoor.com/sql/10471/sap-squarelogo-1562763606698.png
3.7,3.7,3.9,False,2087801,,,,False,SAP SuccessFactors,53,3.8,Satisfied,69,,,3.2,https://media.glassdoor.com/sqll/2087801/sap-successfactors-squarelogo-1543253284211.png,www.successfactors.com,4.2,https://www.glassdoor.com/Reviews/Employee-Review-SAP-SuccessFactors-RVW30489200.htm,30489200.0,True,2019-11-20 15:04:21.82,Sales Development Representative Intern,,"Real work experience, great pay, lots of flexibility,  lots of responsibility","Interns have the same responsibility of  full-time SDRs , can be stressful",4.0,,,,,,,,
3.9,3.7,4.0,False,657743,Consulting,200028.0,Consulting,True,Red Experts in SAP,96,3.9,Satisfied,68,10006.0,Business Services,3.7,https://media.glassdoor.com/sqll/657743/red-squarelogo-1492097090744.png,www.redsapsolutions.com,3.6,https://www.glassdoor.com/Reviews/Employee-Review-Red-Experts-in-SAP-RVW19049709.htm,19049709.0,False,2018-02-02 11:19:23.38,Employee,,Great work environment for contract persons.,Little room for growth and shared opinions.,5.0,Ross Eades,Chief Executive Officer,9.0,85.0,,,,
3.5,3.9,3.7,False,4113,Enterprise Software & Network Solutions,200061.0,Enterprise Software & Network Solutions,False,SAP Business Objects,66,3.7,Satisfied,64,10013.0,Information Technology,3.3,https://media.glassdoor.com/sqll/4113/business-objects-squarelogo.png,www.sap.com/pc/analytics/business-intelligence.html,3.7,https://www.glassdoor.com/Reviews/Employee-Review-SAP-Business-Objects-RVW8866419.htm,8866419.0,False,2015-12-09 07:36:28.727,Channel Sales Executive,"Irvine, CA","Good, strong company with wonderful products.",Our unit was eliminated in August,4.0,John G. Schwarz,CEO and Director,27.0,78.0,https://media.glassdoor.com/people/sqll/4113/business-objects-john-g-schwarz.png,,,
3.0,3.4,3.8,False,806513,Sports & Recreation,200018.0,Sports & Recreation,False,SAP Center,32,3.8,Satisfied,73,10004.0,"Arts, Entertainment & Recreation",3.2,https://media.glassdoor.com/sqll/806513/sap-center-squarelogo-1505144903390.png,www.sapcenter.com,3.5,https://www.glassdoor.com/Reviews/Employee-Review-SAP-Center-RVW30149644.htm,30149644.0,False,2019-11-01 18:39:16.72,Usher,,"The best part about working at SAP Center was working with a great group of people. There are some employees who have been there since the building opened. Everyone there from the managers who hired me, the supervisors, and the rest of the staff were extremely helpful and they train you well. They take great pride in providing one the best guest services in northern California.","Not a lot of cons. I have some nit picking of the stadium itself, but nothing really about management.",5.0,Bill McDermott,CEO,2.0,43.0,https://media.glassdoor.com/people/sqll/806513/sap-center-ceo1539837771456.png,,,
3.5,4.1,3.3,False,1389987,,,,False,SAP NS2,15,3.5,Satisfied,52,,,3.0,https://media.glassdoor.com/sqll/1389987/sap-ns2-squarelogo-1551095896156.png,www.sapns2.com,3.4,https://www.glassdoor.com/Reviews/Employee-Review-SAP-NS2-RVW29119277.htm,29119277.0,False,2019-09-09 11:34:45.757,Intern - Hourly,,"- World Class Culture
- Amazing amenities
- Mentors and leaders are abundant","No real cons, I relished every opportunity I had",5.0,,,,,,,,
4.0,4.5,4.2,False,2552181,,,,False,SAP Fieldglass,7,3.6,Satisfied,66,,,4.0,,www.fieldglass.com,4.5,https://www.glassdoor.com/Reviews/Employee-Review-SAP-Fieldglass-RVW30078950.htm,30078950.0,False,2019-10-29 08:45:02.28,Employee,,Got hands on experience on some awesome projects. Great work environment.,Need to ask for more work,5.0,,,,,,,,
3.1,3.0,3.2,False,603642,Education Training Services,200045.0,Education Training Services,False,Sky Infotech,55,3.5,Satisfied,73,10009.0,Education,3.3,https://media.glassdoor.com/sqll/603642/sky-infotech-squarelogo-1430200360509.png,www.skyinfotech.in,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Sky-Infotech-RVW19568002.htm,19568002.0,False,2018-03-07 03:53:49.893,Network Planning Engineer,"India, TX",Good communication with each other,Day by DAY site implimentation,4.0,,,,,,,,
4.0,4.2,4.2,True,197,Airlines,200134.0,Airlines,True,Delta Air Lines,2854,4.2,Very Satisfied,87,10025.0,Travel & Tourism,3.7,https://media.glassdoor.com/sqll/197/delta-air-lines-squarelogo-1506008689412.png,www.delta.com/us/en/careers/overview,3.7,https://www.glassdoor.com/Reviews/Employee-Review-Delta-Air-Lines-RVW19753565.htm,19753565.0,False,2018-03-19 05:17:45.54,Associate Software Developer,"Atlanta, GA","Flight benefits are the standout benefit for sure. Aside from that, the work in the IT department is project based, so very team oriented with steady, predictable work patterns. Positive environment with good management.",Very hard to stand out in such a large company. Promotions are few and very far between. Commute to the main office can be rough being located on the south side next to the airport,5.0,Ed Bastian,CEO,940.0,89.0,https://media.glassdoor.com/people/sqll/197/delta-air-lines-ceo1466758382835.png,,,
2.5,3.8,3.6,True,2613136,,,,False,Delta Air Lines,4,3.6,Satisfied,69,,,3.0,,pt.delta.com,3.2,https://www.glassdoor.com/Reviews/Employee-Review-Delta-Air-Lines-RVW29897195.htm,29897195.0,False,2019-10-18 18:48:29.6,Baggage Handler,"Greenville, SC",Flight benefits are great id you get to use them.,Low pay as you might expect and the work can be grueling in the heat.,3.0,,,,,,,,
3.5,3.6,4.0,False,355855,IT Services,200064.0,IT Services,False,Datum Software,19,3.9,Satisfied,75,10013.0,Information Technology,3.8,https://media.glassdoor.com/sqll/355855/datum-software-squarelogo.png,www.datumsoftware.com,4.3,https://www.glassdoor.com/Reviews/Employee-Review-Datum-Software-RVW29237406.htm,29237406.0,True,2019-09-15 10:20:40.77,Senior Java Developer,,"IT is a very nice, considerate company. When you talk to them, they will try to answer your questions as soon as possible. So, you feel they value you.","Nothing to complain, so far so good",4.0,Latha Ganeshan,CEO,10.0,91.0,,,,
2.3,2.5,2.4,False,244511,Staffing & Outsourcing,200032.0,Staffing & Outsourcing,False,Delta Global Staffing,360,2.6,OK,34,10006.0,Business Services,2.3,https://media.glassdoor.com/sqll/244511/delta-global-staffing-squarelogo-1490968777217.png,www.deltaglobalstaffing.com,2.5,https://www.glassdoor.com/Reviews/Employee-Review-Delta-Global-Staffing-RVW30416252.htm,30416252.0,True,2019-11-16 20:04:06.463,Passenger Service Agent,,Flight Benefits are about it,"Management, and no clear communication.",3.0,Cyril J. Turner,President,56.0,26.0,https://media.glassdoor.com/people/sqll/244511/delta-global-staffing-ceo1497012564589.png,DAL Global Services,781430.0,https://media.glassdoor.com/sql/781430/dal-global-services-squarelogo-1424077592374.png
0.0,0.0,0.0,False,1125845,,,,False,AIR CHARLIE DELTA,0,0,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/1125845/air-charlie-delta-squarelogo-1454498228399.png,www.aircd.fr,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,2518430,,,,False,Delta Air Systems,0,0,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/2518430/delta-air-systems-squarelogo-1553044615787.png,www.deltaairsystems.com,0.0,,,,,,,,,,,,,,,,,
3.8,4.3,4.1,True,7281,Banks & Credit Unions,200048.0,Banks & Credit Unions,True,Navy Federal Credit Union,1044,4.0,Satisfied,80,10010.0,Finance,3.5,https://media.glassdoor.com/sqll/7281/navy-federal-credit-union-squarelogo-1551302153473.png,www.navyfederal.org,3.6,https://www.glassdoor.com/Reviews/Employee-Review-Navy-Federal-Credit-Union-RVW30665636.htm,30665636.0,True,2019-12-02 16:52:58.843,Member Research Strategist,,"Great work, teammates, compensation, leave, lots of opportunity to grow in a fast paced environment",Management (not all in management) isn't great to employees,5.0,Mary McDuffie,CEO,63.0,84.0,https://media.glassdoor.com/people/sqll/7281/navy-federal-credit-union-ceo1554165843952.png,,,
3.9,4.2,4.3,True,1090,Computer Hardware & Software,200060.0,Computer Hardware & Software,True,Adobe,4169,4.1,Very Satisfied,81,10013.0,Information Technology,3.8,https://media.glassdoor.com/sqll/1090/adobe-squarelogo-1439410514152.png,www.adobe.com,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Adobe-RVW30666595.htm,30666595.0,True,2019-12-02 18:18:32.257,Senior Customer Success Manager,"Portland, OR","Adobe is a fantastic place to work. They have excellent benefits, including unlimited PTO, a summer and winter break, and great Mdeical. Tremendous job security, and since the companny is so big lots of room to grow.","I cant think of too many. Really the only one that comes to mind is that since its not a startup, there isnt the opportunity to really hit it big via an aquisition or IPO, however the tradeoff's of stability, benefits, and growth potential more than make up for that",5.0,Shantanu Narayen,President and CEO,2642.0,95.0,https://media.glassdoor.com/people/sqll/1090/adobe-ceo1560961942762.png,,,
0.0,0.0,0.0,True,2690143,,,,False,Adobe,0,0,Not Applicable,0,,,0.0,,www.adobe.commx,0.0,,,,,,,,,,,,,,,,,
4.1,4.3,4.4,False,274733,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Adobe Animal Hospital,13,4.2,Very Satisfied,90,10012.0,Health Care,3.9,https://media.glassdoor.com/sqll/274733/adobe-animal-hospital-squarelogo-1499811764641.png,www.adobe-animal.com,3.6,https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Animal-Hospital-RVW16188285.htm,16188285.0,True,2017-08-02 15:51:58.89,Certified Pharmacy Technician,"Los Altos, CA","I have been working as a pharmacy tech at Adobe Animal Hospital for 10 years now.  At first, I didn't even know it was possible to work as a pharmacy technician in a veterinary setting.  It is so much fun and so interesting to prepare medications for all different types of species, even reptile and avian medicine. You really get to use the knowledge you gained in school on the job to help answer questions for our clients which makes it very rewarding and fulfilling.  Management really makes you feel like a valued employee.","Very busy, but it makes the day go by fast!",5.0,Brian Maxwell,CEO,3.0,100.0,https://media.glassdoor.com/people/sqll/274733/adobe-animal-hospital-ceo1520826194243.png,,,
3.3,3.0,3.0,False,1971094,,,,False,CMO,3,3.6,Satisfied,70,,,1.7,,www.cmo.com,4.3,https://www.glassdoor.com/Reviews/Employee-Review-CMO-RVW28071719.htm,28071719.0,False,2019-07-17 08:47:31.413,Manager of Chronic Care,"Bronx, NY",Not overly demanding; good pay,"Management is not inclusive, does not explain strategies or decisions well",4.0,,,,,,,,
5.0,5.0,5.0,False,1660691,,,,False,Adobe Title,2,4.5,Very Satisfied,100,,,5.0,,www.adobetitle.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Title-RVW15967661.htm,15967661.0,False,2017-07-19 05:27:32.2,Employee,,It was good learning experience,There are no cons here,5.0,,,,,,,,
1.0,1.0,0.0,False,2056005,,,,True,Adobe Road,2,1.5,Dissatisfied,0,,,0.0,https://media.glassdoor.com/sqll/2056005/adobe-road-squarelogo-1570061997811.png,www.adoberoadwines.com,0.0,https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Road-RVW28290245.htm,28290245.0,True,2019-07-28 09:36:59.687,Employee,,Good team and great partners.,CEO/CFO (owners) manage in a way that creates a highly unpleasant company culture. Salaried employees are expected to work unreasonable hours with no trade off. Turn over is exceptionally high for these reasons.,2.0,,,,,,,,
1.9,2.5,3.0,False,465828,Casual Restaurants,200095.0,Casual Restaurants,False,Cafe Adobe,2,2.9,OK,46,10021.0,"Restaurants, Bars & Food Services",2.9,,www.cafeadobe.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-Cafe-Adobe-RVW5078485.htm,5078485.0,False,2014-10-01 09:50:32.693,Waitress,"Webster, TX","I had never been a waitress before and the training was great and made me feel confident in serving on my own after. The managers work well with your schedule, and let me come back whenever I was home from college.","Getting cut when the restaurant was slow was difficult, also working on a 2.13 an hour wage is rough so people don't realize how much tips help!",4.0,,,,,,,,
0.0,0.0,0.0,False,1138975,,,,False,Adobe City Digital,1,5.0,Very Satisfied,0,,,0.0,,www.adobecitydigital.com,0.0,https://www.glassdoor.com/Reviews/Employee-Review-Adobe-City-Digital-RVW8759348.htm,8759348.0,True,2015-11-27 08:10:39.443,Producer/Director/Editor,"Albuquerque, NM",Great place to work full time,I can not say anything bad,5.0,,,,,,,,
0.0,0.0,0.0,False,2162279,Architectural & Engineering Services,200023.0,Architectural & Engineering Services,False,Adobe Associates,0,0,Not Applicable,0,10006.0,Business Services,0.0,,www.adobeinc.com,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,2106345,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Casas Adobe Dental Office,0,0,Not Applicable,0,10012.0,Health Care,0.0,,,0.0,,,,,,,,,,,,,,,,,
4.0,4.2,4.3,True,2824,Grocery Stores & Supermarkets,200145.0,Grocery Stores & Supermarkets,True,H E B,3554,4.2,Very Satisfied,85,10022.0,Retail,3.8,https://media.glassdoor.com/sqll/2824/h-e-b-squarelogo-1521485228314.png,www.heb.com,3.9,https://www.glassdoor.com/Reviews/Employee-Review-H-E-B-RVW30656881.htm,30656881.0,True,2019-12-02 07:55:53.547,MIC,,A fastpace enviroment that is constantly changing and exciting,The stresses of retail can take a tole on the body mentally and physically,5.0,Charles C. Butt,Chairman and CEO,2246.0,96.0,https://media.glassdoor.com/people/sqll/2824/h-e-b-charles-c-butt.png,,,
3.2,3.2,3.5,False,341103,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,HEB ISD,39,3.7,Satisfied,70,10012.0,Health Care,3.0,https://media.glassdoor.com/sqll/341103/heb-isd-squarelogo-1442303652683.png,www.hebisd.edu,3.0,https://www.glassdoor.com/Reviews/Employee-Review-HEB-ISD-RVW30249425.htm,30249425.0,False,2019-11-07 05:14:10.367,Employee,"Bedford, TX",Educated staff learning space for all,learning each day something new to grow,5.0,Steven Chapman,Superintendent,5.0,77.0,https://media.glassdoor.com/people/sqll/341103/heb-isd-ceo1494580808117.png,,,
3.7,3.0,3.0,False,1195809,,,,False,ACLS Humanities E-Book,2,5.0,Very Satisfied,68,,,3.7,,www.humanitiesebook.org,3.7,https://www.glassdoor.com/Reviews/Employee-Review-ACLS-Humanities-E-Book-RVW27987011.htm,27987011.0,True,2019-07-14 12:51:35.67,Project Coordinator,"Palm Harbor, FL",Salary Benefits five words for pros,Very long eve hours five words for pros and cons of,5.0,,,,,,,,
4.0,4.0,5.0,False,1156281,,,,False,HEB Wellness Center & Spa,1,5.0,Very Satisfied,100,,,4.0,https://media.glassdoor.com/sqll/1156281/heb-wellness-center-and-spa-squarelogo-1497425858621.png,,5.0,https://www.glassdoor.com/Reviews/Employee-Review-HEB-Wellness-Center-and-Spa-RVW9095191.htm,9095191.0,False,2016-01-06 11:14:43.417,Front End Supervisor,"Hurst, TX",HEB / Hero Wellness Center is a family business that genuinely cares about their employees. It was a joy to come to work and feel a part of that family.,"The business is small, so at times one position bleeds into many others. But this isn't necessarily a bad thing. Just more responsibility, if you can handle it.",5.0,,,,,,,,
0.0,0.0,0.0,False,2149956,,,,False,H-E-B Center at Cedar Park,0,0,Not Applicable,0,,,0.0,,www.hebcenter.com,0.0,,,,,,,,,,,,,,,,,
3.3,3.6,3.7,False,1049748,,,,False,HEB Construction,10,4.1,Very Satisfied,100,,,3.6,https://media.glassdoor.com/sqll/1049748/heb-construction-squarelogo-1537398590204.png,heb.co.nz,2.7,,,,,,,,,,Derrick Adams,CEO,4.0,100.0,,,,
0.0,0.0,0.0,False,1329251,,,,False,HEB Family Practice,0,0,Not Applicable,0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
3.2,4.0,3.4,False,621556,Insurance Carriers,200066.0,Insurance Carriers,False,HEB Manitoba,3,4.1,Very Satisfied,68,10014.0,Insurance,4.1,https://media.glassdoor.com/sqll/621556/heb-manitoba-squarelogo-1499871962341.png,www.hebmanitoba.ca,4.4,,,,,,,,,,,,,,,,,
